0,177,566,1000000,1000000,0,876512,876512,TRUE
1,379,782,5000000,5000000,29568,4390912,4361344,TRUE
2,456,591,50000,50000,71390,121854,50464,TRUE
3,179,752,50000,50000,78488,131856,53368,TRUE
4,291,182,1000000,1000000,114685,991197,876512,TRUE
5,173,651,10000,10000,160899,182408,21509,TRUE
6,587,452,10000,10000,277144,295728,18584,TRUE
7,378,580,80000,80000,329561,403137,73576,TRUE
8,147,244,200000,200000,347379,540075,192696,TRUE
9,571,244,10000,10000,404028,428439,24411,TRUE
10,374,570,10000000,10000000,435764,9628484,9192720,TRUE
11,184,547,1000000,1000000,482697,1367985,885288,TRUE
12,428,522,30000000,30000000,541669,33592808,33051139,TRUE
13,570,585,10000000,10000000,695626,18569040,17873414,TRUE
14,487,586,5000000,5000000,713558,7391228,6677670,TRUE
15,289,473,200000,200000,744211,925043,180832,TRUE
16,187,463,5000000,5000000,986502,5359288,4372786,TRUE
17,785,184,1000000,1000000,1255107,2185365,930258,TRUE
18,140,182,80000,80000,1343574,1417150,73576,TRUE
19,799,616,30000,30000,1516388,1549412,33024,TRUE
20,467,618,5000000,5000000,1525192,7566696,6041504,TRUE
21,185,646,2000000,2000000,1771065,3520081,1749016,TRUE
22,141,456,50000,50000,1820015,1870479,50464,TRUE
23,146,585,30000,30000,1878256,1920880,42624,TRUE
24,497,518,2000000,2000000,1974485,6176517,4202032,TRUE
25,619,585,10000,10000,1984660,2001540,16880,TRUE
26,489,247,10000,10000,2107136,2122816,15680,TRUE
27,585,774,2000000,2000000,2139170,3939240,1800070,TRUE
28,280,314,80000,80000,2175714,2252194,76480,TRUE
29,276,373,80000,80000,2182051,2258531,76480,TRUE
30,311,518,80000,80000,2210576,2319477,108901,TRUE
31,432,774,20000,20000,2347940,2392296,44356,TRUE
32,547,251,10000,10000,2397630,2413310,15680,TRUE
33,568,457,30000,30000,2408562,2441586,33024,TRUE
34,650,497,30000,30000,2476108,2510613,34505,TRUE
35,435,522,50000,50000,2482403,2757317,274914,TRUE
36,718,588,5000000,5000000,2558711,6983287,4424576,TRUE
37,755,485,20000,20000,2560683,2589200,28517,TRUE
38,619,547,1000000,1000000,2609977,3489393,879416,TRUE
39,715,374,30000,30000,2654703,2692260,37557,TRUE
40,429,497,2000000,2000000,2678658,4471605,1792947,TRUE
41,781,176,30000,30000,2766957,2799981,33024,TRUE
42,592,173,10000,10000,2838543,2854223,15680,TRUE
43,522,803,10000,10000,2873756,2894037,20281,TRUE
44,809,452,80000,80000,2941448,3017928,76480,TRUE
45,798,280,2000000,2000000,2975916,4721332,1745416,TRUE
46,720,261,10000000,10000000,2996477,11855453,8858976,TRUE
47,261,581,1000000,1000000,3132425,4106385,973960,TRUE
48,376,719,50000,50000,3373254,3423718,50464,TRUE
49,467,310,10000000,10000000,3442812,20196336,16753524,TRUE
50,276,801,30000,30000,3449836,3485880,36044,TRUE
51,496,781,30000,30000,3501959,3534983,33024,TRUE
52,542,868,30000,30000,3705210,3738234,33024,TRUE
53,566,277,50000,50000,3750006,3805016,55010,TRUE
54,651,176,50000,50000,3841831,3895199,53368,TRUE
55,772,266,10000000,10000000,3845401,12783161,8937760,TRUE
56,245,754,1000000,1000000,3862247,4738759,876512,TRUE
57,564,543,80000,80000,3896116,4037099,140983,TRUE
58,485,774,10000,10000,3910225,3935304,25079,TRUE
59,182,868,1000000,1000000,4110347,4986859,876512,TRUE
60,713,646,80000,80000,4141500,4232072,90572,TRUE
61,644,775,1000000,1000000,4436306,5312818,876512,TRUE
62,428,804,10000,10000,4704332,4721389,17057,TRUE
63,459,467,50000,50000,4877470,5021016,143546,TRUE
64,613,803,2000000,2000000,5179429,6927749,1748320,TRUE
65,485,285,80000,80000,5194141,5273525,79384,TRUE
66,723,711,200000,200000,5204194,5385026,180832,TRUE
67,715,172,30000,30000,5431162,5467090,35928,TRUE
68,187,806,30000,30000,5582672,5615696,33024,TRUE
69,543,774,80000,80000,5847011,5923491,76480,TRUE
70,488,776,1000000,1000000,5873300,6749812,876512,TRUE
71,266,810,50000,50000,6096430,6147417,50987,TRUE
72,803,493,30000,30000,6268690,6310085,41395,TRUE
73,490,749,5000000,5000000,6533034,10890754,4357720,TRUE
74,806,568,1000000,1000000,7092692,7969204,876512,TRUE
75,619,475,2000000,2000000,7190765,8936877,1746112,TRUE
76,289,587,5000000,5000000,7223890,11578706,4354816,TRUE
77,807,868,30000000,30000000,7269269,33657677,26388408,TRUE
78,868,583,2000000,2000000,7535424,9642297,2106873,TRUE
79,593,143,2000000,2000000,7576888,9320096,1743208,TRUE
80,589,434,10000000,10000000,7686384,16614960,8928576,TRUE
81,279,246,50000,50000,7701256,7751720,50464,TRUE
82,453,186,80000,80000,7793816,7873200,79384,TRUE
83,498,546,10000,10000,8050119,8065799,15680,TRUE
84,434,147,50000,50000,8083110,8143268,60158,TRUE
85,286,248,20000,20000,8246597,8268045,21448,TRUE
86,868,266,200000,200000,8518439,9421929,903490,TRUE
87,469,753,10000,10000,8535639,8551319,15680,TRUE
88,495,260,2000000,2000000,9327261,11191565,1864304,TRUE
89,780,378,10000,10000,9476905,9492585,15680,TRUE
90,372,452,30000,30000,9553510,9589438,35928,TRUE
91,801,434,200000,200000,9875308,10246244,370936,TRUE
92,474,580,50000,50000,10120796,10174164,53368,TRUE
93,798,432,10000000,10000000,10289870,19001454,8711584,TRUE
94,811,262,10000,10000,10315638,10328414,12776,TRUE
95,264,585,10000000,10000000,10335715,24634288,14298573,TRUE
96,780,495,200000,200000,10340232,10602589,262357,TRUE
97,708,750,30000,30000,10359212,10392236,33024,TRUE
98,471,648,2000000,2000000,10393858,12139970,1746112,TRUE
99,547,375,80000,80000,10414916,10494300,79384,TRUE
100,377,717,1000000,1000000,10470986,11347498,876512,TRUE
101,260,379,5000000,5000000,10523241,15447449,4924208,TRUE
102,566,291,80000,80000,10665231,10741711,76480,TRUE
103,785,754,10000,10000,11179329,11195009,15680,TRUE
104,568,459,30000,30000,11385665,11418689,33024,TRUE
105,376,716,80000,80000,11403128,11479608,76480,TRUE
106,587,310,10000000,10000000,11614164,27299576,15685412,TRUE
107,710,874,2000000,2000000,11646604,13404580,1757976,TRUE
108,775,312,80000,80000,11674525,11839385,164860,TRUE
109,379,755,5000000,5000000,11834212,16522609,4688397,TRUE
110,464,262,5000000,5000000,11848754,16207338,4358584,TRUE
111,806,870,50000,50000,11868651,11922019,53368,TRUE
112,723,485,5000000,5000000,11957984,16717952,4759968,TRUE
113,462,595,1000000,1000000,12284118,13160666,876548,TRUE
114,288,585,1000000,1000000,12333479,14694928,2361449,TRUE
115,541,172,80000,80000,12356594,12433074,76480,TRUE
116,784,434,50000,50000,12410853,12543588,132735,TRUE
117,459,517,200000,200000,12529825,12710657,180832,TRUE
118,773,592,10000,10000,12582187,12597524,15337,TRUE
119,247,799,10000,10000,12586820,12602788,15968,TRUE
120,718,290,1000000,1000000,12615857,13559225,943368,TRUE
121,782,807,20000,20000,12805758,12884513,78755,TRUE
122,378,565,200000,200000,12941285,13125021,183736,TRUE
123,308,498,5000000,5000000,13026560,17381376,4354816,TRUE
124,516,874,10000,10000,13041653,13070580,28927,TRUE
125,376,589,80000,80000,13045290,13198936,153646,TRUE
126,566,285,80000,80000,13371318,13508109,136791,TRUE
127,517,462,80000,80000,13480034,13585813,105779,TRUE
128,375,547,10000,10000,13919463,13938047,18584,TRUE
129,568,785,80000,80000,13967608,14062744,95136,TRUE
130,584,778,2000000,2000000,14024568,15770680,1746112,TRUE
131,807,567,20000,20000,14186676,14300437,113761,TRUE
132,288,568,10000,10000,14265001,14293804,28803,TRUE
133,473,545,80000,80000,14453537,14530017,76480,TRUE
134,806,281,10000,10000,14490458,14509042,18584,TRUE
135,542,615,2000000,2000000,14704994,16976202,2271208,TRUE
136,748,464,10000,10000,14785398,14845922,60524,TRUE
137,786,750,30000,30000,14929620,14962644,33024,TRUE
138,433,372,30000,30000,15404947,15437971,33024,TRUE
139,542,485,30000000,30000000,15556936,44529042,28972106,TRUE
140,755,488,10000,10000,15923783,15946045,22262,TRUE
141,797,519,10000,10000,16044666,16071878,27212,TRUE
142,147,612,10000000,10000000,16079162,25699850,9620688,TRUE
143,375,875,50000,50000,16188289,16283369,95080,TRUE
144,281,591,10000,10000,16218416,16234096,15680,TRUE
145,521,494,80000,80000,16326864,16455877,129013,TRUE
146,140,280,10000,10000,16396599,16415183,18584,TRUE
147,475,278,2000000,2000000,16415597,18164613,1749016,TRUE
148,454,772,5000000,5000000,16490893,20969341,4478448,TRUE
149,290,523,10000000,10000000,16716833,26565511,9848678,TRUE
150,805,802,50000,50000,17156353,17206817,50464,TRUE
151,712,755,2000000,2000000,17348860,19094972,1746112,TRUE
152,378,775,50000,50000,17350785,17401249,50464,TRUE
153,720,776,30000,30000,17423511,17456535,33024,TRUE
154,283,260,80000,80000,17473749,17550229,76480,TRUE
155,313,265,50000,50000,17522340,17572804,50464,TRUE
156,309,455,10000000,10000000,17582351,27276207,9693856,TRUE
157,261,456,5000000,5000000,17624512,22435736,4811224,TRUE
158,473,522,2000000,2000000,17665137,25743829,8078692,TRUE
159,540,644,10000,10000,17699205,17717789,18584,TRUE
160,433,144,10000,10000,17972814,17991686,18872,TRUE
161,184,750,10000,10000,17990493,18006173,15680,TRUE
162,749,495,5000000,5000000,18034877,22433437,4398560,TRUE
163,870,541,5000000,5000000,18336641,23138162,4801521,TRUE
164,377,474,80000,80000,18472240,18821808,349568,TRUE
165,717,584,80000,80000,18646629,18723109,76480,TRUE
166,523,751,2000000,2000000,18676119,20552165,1876046,TRUE
167,496,587,10000000,10000000,18854192,27938952,9084760,TRUE
168,172,147,80000,80000,18973054,19125550,152496,TRUE
169,719,648,10000,10000,19011063,19026743,15680,TRUE
170,540,262,200000,200000,19016981,19302128,285147,TRUE
171,569,186,10000,10000,19189546,19208130,18584,TRUE
172,265,290,30000000,30000000,19195918,46580623,27384705,TRUE
173,754,775,50000,50000,19199840,19303669,103829,TRUE
174,378,454,5000000,5000000,19371590,24253513,4881923,TRUE
175,614,493,30000,30000,19500202,19530322,30120,TRUE
176,872,595,5000000,5000000,19619695,24003719,4384024,TRUE
177,178,473,1000000,1000000,19648429,20538885,890456,TRUE
178,647,615,10000,10000,19653263,19671847,18584,TRUE
179,313,267,80000,80000,19816902,19968127,151225,TRUE
180,291,588,30000,30000,19961219,20031127,69908,TRUE
181,782,750,1000000,1000000,20065655,21812823,1747168,TRUE
182,784,811,1000000,1000000,20186570,21478287,1291717,TRUE
183,571,716,5000000,5000000,20232198,24587758,4355560,TRUE
184,710,650,50000,50000,20334337,20387705,53368,TRUE
185,545,484,30000,30000,20450983,20574658,123675,TRUE
186,435,784,10000,10000,20454859,20536551,81692,TRUE
187,783,754,10000,10000,20471964,20487644,15680,TRUE
188,435,465,30000,30000,20579432,20624917,45485,TRUE
189,494,717,50000,50000,20607918,20661286,53368,TRUE
