0.0,491264.0,0.0,0.0,491264.0,491264.0,0.0,0.0,491264.0,0.0,0.0,0.0,0.0,0.0,10528.0,0.0
491264.0,0.0,491264.0,0.0,0.0,0.0,0.0,0.0,10528.0,491264.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,491264.0,0.0,491264.0,0.0,0.0,0.0,0.0,0.0,0.0,491264.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,491264.0,0.0,491264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491264.0,0.0,0.0
491264.0,0.0,0.0,491264.0,0.0,10528.0,0.0,0.0,10528.0,0.0,0.0,0.0,0.0,0.0,491264.0,0.0
491264.0,0.0,0.0,0.0,10528.0,0.0,491264.0,0.0,0.0,491264.0,0.0,0.0,0.0,0.0,491264.0,0.0
0.0,0.0,0.0,0.0,0.0,491264.0,0.0,491264.0,0.0,0.0,0.0,491264.0,0.0,0.0,10528.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,491264.0,0.0,491264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491264.0,10528.0,0.0,0.0,10528.0,0.0,0.0,491264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,491264.0,0.0,0.0,0.0,491264.0,0.0,0.0,0.0,0.0,491264.0,491264.0,0.0,0.0,0.0,0.0
0.0,0.0,491264.0,0.0,0.0,0.0,0.0,0.0,0.0,491264.0,0.0,0.0,491264.0,491264.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,491264.0,0.0,0.0,491264.0,0.0,0.0,491264.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491264.0,491264.0,0.0,0.0,0.0,491264.0
0.0,0.0,0.0,491264.0,0.0,0.0,0.0,0.0,0.0,0.0,491264.0,0.0,0.0,0.0,491264.0,491264.0
10528.0,0.0,0.0,0.0,491264.0,491264.0,10528.0,0.0,0.0,0.0,0.0,0.0,0.0,491264.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491264.0,491264.0,0.0,0.0
