0.0,3538496.0,0.0,3942464.0,0.0,0.0,3532864.0,0.0,0.0,0.0,0.0,0.0,4339008.0,0.0,0.0,0.0
6151488.0,0.0,6150464.0,0.0,0.0,4344128.0,0.0,0.0,0.0,0.0,0.0,4347712.0,0.0,0.0,0.0,0.0
0.0,6151488.0,0.0,6153024.0,4335424.0,0.0,0.0,0.0,0.0,0.0,4339520.0,0.0,0.0,0.0,0.0,0.0
3086144.0,0.0,3535168.0,0.0,4328256.0,0.0,0.0,0.0,0.0,4347200.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6153024.0,0.0,0.0,6416704.0,4312896.0,0.0,4322112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6154048.0,0.0,0.0,3081280.0,0.0,3082816.0,4351808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3085632.0,0.0,0.0,0.0,3936320.0,0.0,0.0,4332864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5173056.0,0.0,0.0,6421824.0,3531328.0,0.0,0.0,7121216.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5160256.0,0.0,0.0,3089728.0,0.0,3082816.0,0.0,4328256.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5164352.0,0.0,0.0,0.0,6155072.0,0.0,0.0,4336960.0,0.0,0.0,0.0,0.0,4328256.0
0.0,0.0,5168448.0,0.0,0.0,0.0,0.0,0.0,0.0,4321088.0,0.0,6443328.0,3081536.0,0.0,4331840.0,0.0
0.0,5171520.0,0.0,0.0,0.0,0.0,0.0,0.0,4332864.0,0.0,3085120.0,0.0,3084608.0,4335424.0,0.0,0.0
2631232.0,0.0,0.0,0.0,0.0,0.0,0.0,3525440.0,0.0,0.0,7127360.0,0.0,0.0,4340032.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5084480.0,0.0,0.0,6428992.0,3529536.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5084480.0,0.0,0.0,3081280.0,0.0,3081280.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5079360.0,0.0,0.0,0.0,6152000.0,0.0,0.0
