0,32,16,0.0016275358992046032
1,33,17,0.0016275358992046032
2,34,18,0.0016275358992046032
3,35,19,0.0016275358992046032
4,36,20,0.0016275358992046032
5,37,21,0.0016275358992046032
6,38,22,0.0016275358992046032
7,39,23,0.0016275358992046032
8,40,24,0.0016275358992046032
9,41,25,0.0016275358992046032
10,42,26,0.0016275358992046032
11,43,27,0.0016275358992046032
12,44,28,0.0016275358992046032
13,45,29,0.0016275358992046032
14,46,30,0.0016275358992046032
15,47,31,0.0016275358992046032
16,16,32,0.0016275386530980815
17,17,33,0.0016275386530980815
18,18,34,0.0016275386530980815
19,19,35,0.0016275386530980815
20,20,36,0.0016275386530980815
21,21,37,0.0016275386530980815
22,22,38,0.0016275386530980815
23,23,39,0.0016275386530980815
24,24,40,0.0016275386530980815
25,25,41,0.0016275386530980815
26,26,42,0.0016275386530980815
27,27,43,0.0016275386530980815
28,28,44,0.0016275386530980815
29,29,45,0.0016275386530980815
30,30,46,0.0016275386530980815
31,31,47,0.0016275386530980815
32,48,16,0.0008137682446623171
33,49,17,0.0008137682446623171
34,50,18,0.0008137682446623171
35,51,19,0.0008137682446623171
36,52,20,0.0008137682446623171
37,53,21,0.0008137682446623171
38,54,22,0.0008137682446623171
39,55,23,0.0008137682446623171
40,56,24,0.0008137682446623171
41,57,25,0.0008137682446623171
42,58,26,0.0008137682446623171
43,59,27,0.0008137682446623171
44,60,28,0.0008137682446623171
45,61,29,0.0008137682446623171
46,62,30,0.0008137682446623171
47,63,31,0.0008137682446623171
48,16,48,0.0008137709985557954
49,17,49,0.0008137709985557954
50,18,50,0.0008137709985557954
51,19,51,0.0008137709985557954
52,20,52,0.0008137709985557954
53,21,53,0.0008137709985557954
54,22,54,0.0008137709985557954
55,23,55,0.0008137709985557954
56,24,56,0.0008137709985557954
57,25,57,0.0008137709985557954
58,26,58,0.0008137709985557954
59,27,59,0.0008137709985557954
60,28,60,0.0008137709985557954
61,29,61,0.0008137709985557954
62,30,62,0.0008137709985557954
63,31,63,0.0008137709985557954
64,48,32,1.017268580180962e-05
65,49,33,1.017268580180962e-05
66,50,34,1.017268580180962e-05
67,51,35,1.017268580180962e-05
68,52,36,1.017268580180962e-05
69,53,37,1.017268580180962e-05
70,54,38,1.017268580180962e-05
71,55,39,1.017268580180962e-05
72,56,40,1.017268580180962e-05
73,57,41,1.017268580180962e-05
74,58,42,1.017268580180962e-05
75,59,43,1.017268580180962e-05
